----------------------------------------------------------------------------------------------
Bean传感器AX 3DS

Mac Id : 00158D00000E09D4
网络ID : 0002
Pan Id : 3900
传感器ID : 2
传感器标签 : Ch_Z

比率 : 1
偏移量 : 0
单位 : g

DATE_FORMAT : yyyy/M/d tt hh:mm:ss
日期 : 2020/2/1 上午 12:05:16

数据采集周期 : 304
数据采集持续时间 : 300
抽样率 : 400
截止频率 : 8
----------------------------------------------------------------------------------------------
测量目录;测量值
259;0.1418
260;0.5244
261;0.8195
262;0.8049
263;0.1798
264;0.0834
265;-0.1092
266;-0.3809
267;-0.4539
268;-0.1384
269;0.2061
270;0.7026
271;0.5653
272;-0.0391
273;-0.1647
274;-0.2231
275;-0.2407
276;-0.8482
277;-0.3487
278;-0.2056
279;0.577
280;0.9275
281;0.4485
282;0.6121
283;0.2849
284;-0.2115
285;-0.5328
286;-1.0147
287;-0.5123
288;0.0688
289;0.2586
290;0.3433
291;0.5624
292;0.6325
293;0.5157
294;-0.5035
295;-0.4159
296;-0.3429
297;-0.5532
298;0.2966
299;0.2353
300;0.4251
301;0.6062
302;0.1885
303;0.133
304;-0.4334
305;-0.0654
306;-0.3195
307;0.1301
308;0.2586
309;0.4982
310;0.2207
311;0.6384
312;-0.1968
313;-0.1443
314;-0.2085
315;-0.1472
316;0.1768
317;0.1885
318;0.7552
319;0.355
320;0.6676
321;-0.0187
322;-0.451
323;-0.5444
324;-0.5386
325;-0.451
326;-0.1618
327;0.2995
328;0.764
329;0.4573
330;0.4076
331;-0.0625
332;-0.3517
333;-0.3838
334;-0.3078
335;-0.4393
336;-0.1968
337;0.393
338;0.3667
339;0.4719
340;-0.1092
341;0.0308
342;-0.0917
343;-0.0742
344;0.0162
345;0.0396
346;0.2411
347;0.2586
348;0.0921
349;-0.0683
350;-0.0712
351;-0.2699
352;0.2119
353;0.2148
354;0.0746
355;0.4368
356;0.7318
357;0.9158
358;0.136
359;-0.2202
360;-0.1238
361;-0.2874
362;-0.3254
363;0.0571
364;0.4923
365;0.4719
366;0.32
367;0.1681
368;0.2674
369;0.0191
370;-0.3254
371;-0.3955
372;-0.1735
373;-0.0274
374;0.3784
375;0.3112
376;0.3229
377;0.2382
378;-0.1589
379;-0.2582
380;-0.2874
381;-0.4072
382;-0.3224
383;0.1009
384;0.1652
385;0.4602
386;0.1447
387;0.1155
388;-0.045
389;-0.2874
390;-0.1151
391;-0.0946
392;0.0425
393;0.2499
394;0.5683
395;0.3638
396;0.1301
397;0.0629
398;-0.1355
399;-0.5737
400;-0.4247
401;-0.229
402;-0.2144
403;0.2616
404;0.4894
405;0.4748
406;0.4514
407;0.4719
408;0.2703
409;-0.1881
410;-0.6233
411;-0.5912
412;-0.4247
413;-0.4247
414;-0.1793
415;0.209
416;0.5361
417;0.8545
418;0.5624
419;0.3638
420;0.1476
421;-0.191
422;-1.2864
423;-0.9037
424;-0.1501
425;0.3171
426;0.7318
427;0.7523
428;0.5274
429;0.3667
430;-0.2056
431;-0.8716
432;-0.6613
433;-0.9855
434;-0.2494
435;0.6121
436;0.5624
437;0.5916
438;0.4485
439;0.0308
440;-0.3809
441;-0.4568
442;-0.7635
443;-0.2261
444;0.3667
445;0.1301
446;0.5244
447;0.5069
448;0.4281
449;0.0162
450;-0.4889
451;-0.8015
452;-0.2407
453;0.133
454;0.2002
455;0.6004
456;0.577
457;0.8574
458;0.2878
459;-0.2027
460;-0.6846
461;-0.7139
462;-0.2845
463;-0.1618
464;0.1535
465;0.2148
466;0.6442
467;0.3901
468;-0.0859
469;-0.2173
470;-0.2786
471;-0.1618
472;-0.2377
473;-0.1034
474;0.0483
475;0.5507
476;0.542
477;0.1798
478;-0.0158
479;-0.375
480;-0.0975
481;-0.2436
482;-0.2144
483;-0.0771
484;0.1768
485;0.5507
486;0.4251
487;0.1126
488;-0.0216
489;0.025
490;-0.3049
491;-0.4539
492;-0.1472
493;0.3959
494;0.4777
495;0.4748
496;0.1009
497;0.1009
498;0.0366
499;-0.0216
500;-0.1968
501;-0.2173
502;0.2557
503;0.5186
504;0.3988
505;0.1272
506;-0.0216
507;-0.1998
508;0.0425
509;-0.3896
510;-0.229
511;-0.0101
512;0.6208
513;0.764
514;0.4602
515;0.133
516;-0.2027
517;-0.3341
518;-0.6554
519;-0.5444
520;-0.4627
521;0.5274
522;0.6939
523;0.8662
524;0.8049
525;0.1301
526;-0.1063
527;-0.5707
528;-0.5561
529;-0.67
530;0.3988
531;0.7844
532;0.7961
533;0.5829
534;-0.118
535;-0.045
536;-0.8365
537;-0.9329
538;-0.6029
539;0.5975
540;0.986
541;1.2839
542;0.8428
543;0.4485
544;-0.5006
545;-0.9271
546;-1.1228
547;-1.0468
548;-0.1355
549;0.7143
550;1.0006
551;0.8457
552;0.8428
553;0.0483
554;-0.7869
555;-1.1608
556;-1.1462
557;-0.5444
558;0.1447
559;1.0969
560;1.1174
561;1.2021
562;0.9188
563;0.3054
564;-0.8774
565;-1.0322
566;-0.8453
567;-0.4072
568;0.2031
569;0.5712
570;0.7289
571;0.9305
572;0.5537
573;0.0863
574;-0.2757
575;-0.4714
576;-0.1034
577;-0.0771
578;0.1856
579;0.5595
580;0.3317
581;0.3317
582;-0.1881
583;-0.4977
584;-0.3517
585;-0.1151
586;0.0717
587;0.5361
588;0.5011
589;0.8136
590;0.4748
591;-0.08
592;-0.6321
593;-0.5678
594;-0.5999
595;-0.0946
596;-0.042
597;0.4806
598;0.726
599;0.6296
600;0.3112
601;-0.4101
602;-0.6671
603;-0.6846
604;-0.3546
605;0.1155
606;0.0717
607;0.6705
608;0.688
609;0.504
610;0.3988
611;-0.5065
612;-0.3604
613;-0.5503
614;-0.1676
615;-0.0274
616;0.6413
617;0.7114
618;0.726
619;0.0542
620;-0.3371
621;-0.5795
622;-0.4539
623;-0.3575
624;-0.0216
625;0.7289
626;0.7902
627;1.0794
628;0.6676
629;-0.0013
630;-0.6554
631;-0.6408
632;-0.6262
633;-0.413
634;0.171
635;0.5741
636;0.6617
637;0.7844
638;0.1593
639;-0.3721
640;-0.6934
641;-0.3779
642;-0.451
643;0.1915
644;0.6442
645;0.4602
646;0.3317
647;-0.0946
648;0.0483
649;0.1652
650;-0.1005
651;-0.2611
652;0.1973
653;0.4748
654;0.5712
655;0.1593
656;0.0133
657;-0.0274
658;0.0746
659;-0.2757
660;-0.7255
661;-0.0216
662;-0.1092
663;0.7377
664;0.3609
665;0.3433
666;0.5887
667;0.3579
668;0.0542
669;-0.6408
670;-1.0439
671;-0.2144
672;0.3171
673;0.3404
674;0.2674
675;0.1739
676;0.4689
677;0.3317
678;-0.3078
679;-0.4276
680;-0.4919
681;-0.0975
682;0.0074
683;0.2148
684;0.282
685;0.282
686;0.5069
687;0.0162
688;-0.0333
689;-0.2377
690;-0.1267
691;0.0191
692;0.3346
693;0.0834
694;0.2499
695;0.355
696;-0.2056
697;-0.2465
698;-0.3458
699;-0.1034
700;0.3638
701;0.4543
702;0.2645
703;0.3988
704;0.4748
705;-0.0742
706;-0.4013
707;-0.3867
708;-0.2173
709;-0.0771
710;-0.1238
711;0.5186
712;0.4865
713;0.6121
714;0.2499
715;-0.1764
716;-0.2757
717;-0.4685
718;-0.2027
719;-0.3195
720;0.0746
721;0.2353
722;0.6763
723;0.2878
724;0.1009
725;0.0133
726;-0.0072
727;-0.0917
728;-0.2816
729;-0.302
730;-0.1384
731;0.025
732;-0.0975
733;-0.0245
734;-0.3779
735;0.1885
736;0.2002
737;0.022
738;-0.156
739;0.5712
740;0.3346
741;0.1184
742;-0.118
743;-0.1121
744;-0.3224
745;0.0308
746;0.0542
747;0.1535
748;0.3872
749;0.2382
750;0.4368
751;0.2966
752;0.025
753;0.0045
754;-0.0888
755;0.0688
756;-0.1355
757;-0.0042
758;0.3141
759;0.4719
760;0.2382
761;-0.045
762;0.2119
763;0.1214
764;-0.2319
765;-0.2261
766;-0.2436
767;-0.1151
768;0.2616
769;0.0074
770;0.1155
771;-0.0566
772;-0.0187
773;0.1418
774;-0.2261
775;-0.1472
776;-0.1618
777;0.3842
778;0.282
779;0.1827
780;0.0366
781;-0.1706
782;-0.2144
783;-0.6525
784;-0.413
785;-0.34
786;0.247
787;0.2908
788;0.9246
789;0.8195
790;0.6909
791;0.1915
792;-0.5386
793;-0.8599
794;-1.0877
795;-0.6613
796;-0.3254
797;-0.0158
798;0.7727
799;1.427
800;1.1554
801;0.2908
802;0.0512
803;-0.5269
804;-1.1169
805;-1.1637
806;-0.8482
807;0.3901
808;0.948
809;0.9976
810;0.8662
811;0.1622
812;-0.0888
813;-0.6379
814;-1.1023
815;-0.9183
816;-0.2377
817;0.5098
818;0.8808
819;0.8049
820;0.3083
821;0.2002
822;-0.1968
823;-0.8979
824;-0.9154
825;-0.4919
826;0.2528
827;0.9392
828;0.5712
829;0.7961
830;0.539
831;-0.045
832;-0.4276
833;-0.9096
834;-0.6525
835;0.247
836;0.1038
837;0.6822
838;0.5215
839;0.7055
840;0.2966
841;-0.2962
842;-0.746
843;-0.7781
844;-0.1706
845;0.0279
846;0.2002
847;0.504
848;0.6763
849;0.5449
850;0.2966
851;-0.3955
852;-0.6788
853;-0.4627
854;-0.0742
855;-0.1326
856;0.0279
857;0.4982
858;0.5624
859;0.3755
860;-0.2816
861;-0.7226
862;-0.5328
863;-0.3254
864;-0.0158
865;-0.0888
866;0.282
867;0.4222
868;0.2703
869;-0.1005
870;-0.5006
871;-0.267
872;-0.4218
873;0.0542
874;0.0279
875;0.209
876;0.577
877;0.3784
878;0.0366
879;-0.2407
880;-0.2582
881;-0.3984
882;-0.0888
883;-0.2056
884;0.1476
885;0.355
886;0.5449
887;-0.0187
888;-0.1735
889;-0.2173
890;-0.3458
891;-0.1151
892;-0.3166
893;0.2411
894;0.7844
895;0.8896
896;0.5332
897;-0.2027
898;-0.5152
899;-0.5999
900;-0.7109
901;-0.4393
902;-0.2027
903;0.504
904;1.0298
905;0.8691
906;0.1184
907;-0.1326
908;-0.3779
909;-0.4334
910;-0.5269
911;-0.2319
912;0.5215
913;0.8925
914;0.8779
915;0.2382
916;-0.0859
917;-0.6671
918;-0.7986
919;-0.5444
920;-0.1618
921;0.5975
922;1.2897
923;1.3978
924;0.6734
925;-0.1618
926;-0.4802
927;-0.8395
928;-1.3448
929;-0.746
930;0.3638
931;0.7464
932;0.9976
933;0.6208
934;0.1447
935;-0.5035
936;-0.6642
937;-1.2279
938;-0.8395
939;-0.3692
940;0.5507
941;0.9363
942;1.316
943;0.983
944;0.2002
945;0.0308
946;-1.0264
947;-0.857
948;-0.7694
949;-0.5328
950;0.1535
951;0.5945
952;0.8428
953;0.8195
954;0.7085
955;-0.1151
956;-0.4422
957;-0.2611
958;-0.3575
959;-0.1881
960;0.025
961;0.3463
962;0.1476
963;0.3112
964;-0.045
965;-0.2816
966;-0.0859
967;-0.0859
968;0.393
969;0.3872
970;0.3171
971;0.5011
972;0.2616
973;-0.4305
974;-0.5649
975;-0.5795
976;-0.4656
977;-0.1151
978;0.4894
979;0.577
980;0.6442
981;0.4865
982;0.1038
983;-0.4919
984;-0.9475
985;-0.6379
986;-0.2407
987;0.0775
988;0.5799
989;0.6822
990;0.6734
991;0.5011
992;0.0308
993;-0.3429
994;-0.5824
995;-0.3371
996;-0.0304
997;0.4602
998;0.5653
999;0.726
1000;0.355
1001;-0.1267
1002;-0.3341
1003;-0.5006
1004;-0.4042
1005;-0.0042
1006;0.5011
1007;0.7786
1008;0.4251
1009;0.6705
1010;-0.0537
1011;-0.5006
1012;-0.7635
1013;-0.3546
1014;0.0074
1015;0.06
1016;0.5215
1017;0.3842
1018;0.6004
1019;-0.156
1020;0.3375
1021;-0.819
1022;-0.3896
1023;-0.4481
1024;-0.2261
1025;0.1915
1026;0.3872
1027;0.3667
1028;0.025
1029;0.1973
1030;0.1301
1031;0.0396
1032;-0.3049
1033;0.1184
1034;0.2061
1035;0.247
1036;-0.1881
1037;-0.2348
1038;-0.2056
1039;0.0512
1040;-0.0859
1041;-0.4831
1042;-0.0829
1043;0.3346
1044;0.6793
1045;0.4573
1046;0.3579
1047;0.539
1048;0.3433
1049;0.0717
1050;-0.5737
1051;-0.6029
1052;-0.524
1053;0.3755
1054;0.6267
1055;0.5303
1056;0.5449
1057;0.2353
1058;0.3141
1059;-0.7518
1060;-0.7255
1061;-0.635
1062;-0.2874
1063;-0.0072
1064;0.2966
1065;0.4134
1066;0.764
1067;0.4018
1068;-0.08
1069;-0.3312
1070;-0.3108
1071;-0.229
1072;-0.0101
1073;-0.1647
1074;0.2265
1075;0.32
1076;0.5566
1077;0.0483
1078;-0.3692
1079;-0.229
1080;-0.0946
1081;0.0863
1082;0.2119
1083;0.2207
1084;0.4076
1085;0.2849
1086;0.1535
1087;-0.0566
1088;-0.3955
1089;0.1038
1090;-0.2553
1091;0.1564
1092;0.1418
1093;0.6384
1094;0.5215
1095;0.247
1096;-0.0042
1097;-0.0829
1098;-0.2436
1099;-0.4247
1100;-0.2553
1101;-0.34
1102;0.4281
1103;0.6208
1104;0.539
1105;0.2353
1106;0.2207
1107;0.1243
1108;-0.1209
1109;-0.4247
1110;-0.5474
1111;-0.4714
1112;-0.0101
1113;0.2119
1114;-0.1735
1115;0.2937
1116;0.3433
1117;0.0921
1118;-0.0537
1119;-0.156
1120;-0.1092
1121;0.244
1122;0.0571
1123;-0.045
1124;-0.0158
1125;0.3872
1126;0.3579
1127;0.1885
1128;-0.1822
1129;-0.0042
1130;0.0016
1131;0.3609
1132;0.0308
1133;0.1243
1134;0.0133
1135;0.3229
1136;-0.0042
1137;-0.3517
1138;-0.045
1139;-0.0975
1140;0.1915
1141;0.0571
1142;0.06
1143;0.1798
1144;0.3463
1145;-0.0888
1146;-0.3896
1147;-0.4568
1148;-0.2757
1149;-0.0245
1150;0.06
1151;-0.1034
1152;0.2061
1153;0.3901
1154;0.3375
1155;0.1301
1156;-0.2115
1157;-0.0975
1158;0.2353
1159;0.2557
1160;-0.0042
1161;-0.0391
1162;0.2557
1163;-0.1384
1164;-0.0742
1165;-0.4159
1166;0.0571
1167;0.3492
1168;0.5215
1169;1.0414
1170;0.4923
1171;0.282
1172;-0.0625
1173;-1.1549
1174;-0.8979
1175;-1.0498
1176;-0.6613
1177;0.6121
1178;0.9713
1179;1.2284
1180;0.8983
1181;0.9158
1182;-0.191
1183;-0.8745
1184;-1.4996
1185;-1.006
1186;-0.042
1187;0.4164
1188;1.1291
1189;1.1028
1190;1.1378
1191;0.4222
1192;-0.2115
1193;-1.4704
1194;-1.1987
1195;-0.9592
1196;0.2061
1197;0.4514
1198;0.8896
1199;0.7085
1200;0.8662
1201;0.2966
1202;-1.0147
1203;-1.1111
1204;-0.7635
1205;-0.2903
1206;0.0951
1207;0.6238
1208;0.8633
1209;0.9042
1210;0.4573
1211;-0.2494
1212;-0.8102
1213;-0.6408
1214;-0.4773
1215;-0.1852
1216;0.2557
1217;0.6588
1218;1.0181
1219;1.0298
1220;-0.2991
1221;-0.6116
1222;-0.9066
1223;-0.9417
1224;-0.6408
1225;-0.0829
1226;0.3842
1227;0.9421
1228;0.9246
1229;0.4982
1230;0.0133
1231;-0.5912
1232;-0.3984
1233;-0.708
1234;-0.4101
1235;-0.0274
1236;0.6354
1237;0.8224
1238;0.4689
1239;0.4281
1240;-0.1063
1241;-0.1647
1242;-0.597
1243;-0.7956
1244;-0.2757
1245;0.3433
1246;0.7756
1247;0.6617
1248;0.5945
1249;0.2031
1250;-0.0975
1251;-0.3663
1252;-0.5474
1253;-0.559
1254;0.1418
1255;0.4368
1256;0.7581
1257;0.6909
1258;0.3054
1259;-0.0101
1260;-0.2436
1261;-0.4743
1262;-0.7723
1263;-0.1443
1264;0.0717
1265;0.3112
1266;0.3638
1267;0.2937
1268;0.3521
1269;-0.2261
1270;-0.5123
1271;-0.5766
1272;-0.1472
1273;0.4456
1274;0.6442
1275;0.4018
1276;0.1535
1277;-0.0508
1278;-0.1443
1279;-0.3926
1280;-0.4802
1281;-0.1384
1282;0.3317
1283;0.6705
1284;0.8078
1285;0.4689
1286;0.2353
1287;0.0717
1288;-0.5795
1289;-0.5883
1290;-0.4334
1291;0.2966
1292;0.5624
1293;0.4018
1294;0.1184
1295;-0.1355
1296;-0.4013
1297;-0.5444
1298;-0.4597
1299;-0.1647
1300;0.2966
1301;1.021
1302;0.9305
1303;0.3784
1304;-0.3254
1305;-0.4919
1306;-0.6846
1307;-0.8511
1308;-0.4305
1309;0.3988
1310;0.7377
1311;0.7231
1312;0.466
1313;0.1038
1314;-0.3604
1315;-0.6262
1316;-0.7518
1317;-0.486
1318;0.1126
1319;0.4952
1320;0.7581
1321;0.7932
1322;0.5624
1323;0.3112
1324;-0.3283
1325;-0.6671
1326;-0.8716
1327;-0.9125
1328;-0.34
1329;0.244
1330;0.6062
1331;0.7552
1332;1.0239
1333;0.32
1334;-0.229
1335;-0.0975
1336;-0.5912
1337;-0.5999
1338;-0.5182
1339;-0.1472
1340;0.1885
1341;0.6325
1342;0.32
1343;0.0512
1344;-0.0128
1345;-0.0829
1346;0.0337
1347;-0.045
1348;0.1622
1349;0.1739
1350;0.5653
1351;0.2528
1352;0.0162
1353;-0.229
1354;-0.3487
1355;-0.1822
1356;0.2119
1357;0.2732
1358;0.4222
1359;0.4222
1360;0.577
1361;-0.2407
1362;-0.3371
1363;-0.4305
1364;-0.2144
1365;-0.1472
1366;-0.1034
1367;0.6325
1368;0.3609
1369;0.6676
1370;0.0512
1371;-0.2056
1372;-0.7547
1373;-0.2845
1374;-0.0917
1375;-0.1209
1376;0.2207
1377;0.1944
1378;0.3433
1379;-0.3458
1380;-0.2699
1381;-0.0216
1382;0.0512
1383;0.1622
1384;0.1652
1385;0.5829
1386;0.4514
1387;0.0337
1388;0.1243
1389;-0.6233
1390;-0.7869
1391;-0.2407
1392;0.0016
1393;0.0775
1394;0.2645
1395;0.5916
1396;0.3287
1397;-0.0362
1398;-0.2377
1399;-0.1589
1400;-0.2611
1401;0.1506
1402;-0.0072
1403;-0.08
1404;0.1739
1405;0.098
1406;-0.2523
1407;0.0016
1408;0.0921
1409;0.2586
1410;0.3609
1411;0.0074
1412;0.3813
1413;-0.045
1414;-0.2319
1415;-0.67
1416;-0.3955
1417;-0.2991
1418;-0.3663
1419;0.1856
1420;0.0045
1421;0.2382
1422;0.2265
1423;0.1798
1424;0.2732
1425;-0.0216
1426;-0.0596
1427;-0.2085
1428;-0.7577
1429;-0.4481
1430;-0.2027
1431;0.3404
1432;0.5157
1433;0.6384
1434;0.4573
1435;0.4894
1436;0.0045
1437;-0.1443
1438;-0.1968
1439;-0.1735
1440;-0.1676
1441;0.1155
1442;0.1301
1443;0.5274
1444;0.7231
1445;0.4281
1446;-0.0216
1447;-0.2816
1448;-0.0917
1449;-0.2261
1450;-0.3137
1451;-0.673
1452;0.0337
1453;0.171
1454;0.3463
1455;0.171
1456;-0.1676
1457;-0.0712
1458;-0.0333
1459;-0.045
1460;-0.0101
1461;0.1622
1462;-0.045
1463;-0.0975
1464;0.0366
1465;-0.5357
1466;-0.2465
1467;-0.0888
1468;0.1126
1469;0.1126
1470;0.4105
1471;0.4456
1472;0.1739
1473;0.0951
1474;-0.34
1475;-0.0712
1476;-0.118
1477;-0.1355
1478;-0.1618
1479;0.0834
1480;0.2207
1481;0.2703
1482;0.1885
1483;0.1009
1484;0.098
1485;0.0454
1486;-0.2903
1487;-0.4042
1488;-0.5211
1489;-0.1034
1490;0.0542
1491;0.2849
1492;0.133
1493;0.4222
1494;0.3521
1495;0.1009
1496;-0.0362
1497;-0.264
1498;-0.2436
1499;-0.0362
1500;-0.0274
1501;-0.4773
1502;-0.0128
1503;0.4602
1504;0.2937
1505;0.0074
1506;0.022
1507;0.0659
1508;0.0191
1509;0.1009
1510;-0.3926
1511;-0.0888
1512;0.4105
1513;0.3083
1514;0.1535
1515;-0.1384
1516;0.2177
1517;0.1272
1518;0.2411
1519;-0.0013
1520;-0.042
1521;0.1739
1522;0.2353
1523;0.244
1524;-0.2115
1525;-0.1968
1526;0.1944
1527;0.2353
1528;0.0308
1529;0.0483
1530;0.3638
1531;0.1827
1532;0.0892
1533;-0.0128
1534;-0.08
1535;0.0045
1536;0.0834
1537;-0.2056
1538;-0.3254
1539;-0.4481
1540;-0.191
1541;-0.2962
1542;-0.2699
1543;0.2353
1544;0.8545
1545;1.1291
1546;0.9012
1547;-0.1297
1548;-0.1472
1549;-0.7314
1550;-0.857
1551;-0.6525
1552;-0.7109
1553;0.2586
1554;0.7377
1555;1.4358
1556;1.4153
1557;0.7552
1558;-0.0771
1559;-0.375
1560;-1.1608
1561;-1.4967
1562;-0.6671
1563;0.3317
1564;0.6617
1565;1.0648
1566;0.6997
1567;0.5712
1568;0.0571
1569;-0.6262
1570;-1.1958
1571;-0.7956
1572;-0.1735
1573;0.5741
1574;0.5449
1575;0.6208
1576;0.3433
1577;0.5011
1578;-0.3371
1579;-0.6613
1580;-0.8219
1581;-0.3224
1582;0.282
1583;0.5332
1584;0.6179
1585;0.5303
1586;0.6588
1587;-0.2261
1588;-0.4627
1589;-0.9417
1590;-0.3984
1591;0.0571
1592;0.1798
1593;0.4952
1594;0.8195
1595;0.9947
1596;0.5566
1597;-0.229
1598;-0.9008
1599;-0.6175
1600;-0.4451
1601;-0.2115
1602;-0.045
1603;0.5858
1604;0.9918
1605;0.799
1606;0.1915
1607;-0.2903
1608;-0.6058
1609;-0.5211
1610;-0.5707
1611;-0.2465
1612;0.3959
1613;0.4748
1614;0.7055
1615;0.3171
1616;-0.1764
1617;-0.2699
1618;-0.451
1619;-0.559
1620;-0.524
1621;0.1476
1622;0.7523
1623;0.6588
1624;0.4456
1625;-0.2348
1626;-0.1706
1627;-0.3809
1628;-0.3984
1629;-0.5766
1630;-0.2816
1631;0.5157
1632;0.6909
1633;0.5858
1634;0.4076
1635;0.1038
1636;-0.2407
1637;-0.0362
1638;-0.4422
1639;-0.118
1640;-0.042
1641;0.4251
1642;0.5303
1643;0.2353
1644;0.3229
1645;-0.2436
1646;-0.1501
1647;-0.4305
1648;-0.1063
1649;0.2119
1650;0.7406
1651;0.3054
1652;0.0805
1653;-0.2407
1654;-0.5006
1655;-0.4188
1656;-0.6496
1657;-0.1297
1658;0.2703
1659;0.6384
1660;0.8896
1661;0.4923
1662;0.0162
1663;-0.2845
1664;-0.4773
1665;-0.3517
1666;-0.3049
1667;0.1652
1668;0.5683
1669;0.5975
1670;0.2061
1671;0.0016
1672;-0.3896
1673;-0.3341
1674;-0.2436
1675;0.1652
1676;0.3521
1677;1.0035
1678;0.4602
1679;0.1506
1680;-0.2786
1681;-0.6379
1682;-0.8395
1683;-0.5269
1684;-0.0333
1685;0.282
1686;0.4952
1687;0.7289
1688;0.4397
1689;-0.4685
1690;-0.7489
1691;-0.6905
1692;-0.559
1693;-0.3137
1694;0.2353
1695;1.059
1696;0.9597
1697;0.9567
1698;0.5274
1699;0.0951
1700;-0.6963
1701;-0.4539
1702;-0.781
1703;-0.562
1704;-0.0362
1705;0.4222
1706;0.9246
1707;0.5741
1708;0.8516
1709;0.2762
1710;0.1214
1711;-0.5182
1712;-0.6058
1713;-0.524
1714;-0.2465
1715;-0.0537
1716;0.1681
1717;0.3726
1718;0.2031
1719;0.171
1720;-0.1238
1721;-0.1151
1722;-0.1472
1723;0.2236
1724;0.3054
1725;0.1418
1726;0.1593
1727;-0.0072
1728;-0.1121
1729;-0.2085
1730;-0.3926
1731;-0.3721
1732;0.1067
1733;0.4689
1734;0.4456
1735;0.4047
