----------------------------------------------------------------------------------------------
Bean传感器AX 3DS

Mac Id : 00158D00000E09D4
网络ID : 0002
Pan Id : 3900
传感器ID : 0
传感器标签 : Ch_X

比率 : 1
偏移量 : 0
单位 : g

DATE_FORMAT : yyyy/M/d tt hh:mm:ss
日期 : 2020/2/1 上午 12:10:20

数据采集周期 : 304
数据采集持续时间 : 300
抽样率 : 400
截止频率 : 8
----------------------------------------------------------------------------------------------
测量目录;测量值
402;0.9123
403;0.979
404;1.0891
405;1.1093
406;1.0572
407;1.0427
408;0.9703
409;0.9732
410;0.9616
411;0.9992
412;0.9326
413;0.9587
414;0.8457
415;0.9963
416;1.0108
417;1.0108
418;1.0311
419;0.837
420;0.9094
421;1.0398
422;1.0137
423;0.837
424;0.979
425;1.0021
426;1.0427
427;1.0021
428;1.0166
429;0.9934
430;0.9355
431;0.8833
432;0.9905
433;1.0224
434;1.0311
435;1.0717
436;1.0746
437;1.1007
438;0.9674
439;0.9761
440;0.9877
441;0.9065
442;0.8689
443;0.8949
444;0.95
445;1.0688
446;1.0485
447;1.034
448;0.8978
449;0.8399
450;0.9674
451;0.9674
452;1.1383
453;1.0601
454;1.0543
455;1.1673
456;1.118
457;0.9239
458;0.9181
459;1.034
460;0.8804
461;0.8891
462;1.1122
463;1.0978
464;1.1267
465;0.921
466;1.0253
467;1.0891
468;1.1296
469;0.9905
470;0.8833
471;0.9819
472;1.1064
473;0.9355
474;1.005
475;0.9587
476;0.9616
477;1.0398
478;0.9268
479;0.9413
480;1.0195
481;0.8341
482;0.8515
483;1.1209
484;1.1528
485;1.0572
486;0.9036
487;1.0079
488;1.092
489;1.005
490;1.0398
491;1.0079
492;0.9848
493;1.0543
494;0.9992
495;0.9268
496;1.176
497;1.0224
498;1.0282
499;0.8775
500;1.1702
501;1.1673
502;1.0775
503;0.9819
504;0.9703
505;0.9645
506;0.9065
507;1.0572
508;0.9703
509;1.0021
510;1.0079
511;0.921
512;1.1296
513;1.0514
514;0.979
515;0.9848
516;0.8775
517;0.8775
518;0.9355
519;0.9963
520;0.9587
521;1.0108
522;0.9616
523;1.0717
524;1.1673
525;1.0543
526;1.0195
527;0.9992
528;1.0224
529;1.0398
530;1.0427
531;0.9442
532;0.9848
533;1.0108
534;0.8833
535;0.9529
536;0.9558
537;0.8631
538;0.8225
539;0.9877
540;1.0282
541;1.118
542;0.9326
543;0.9905
544;0.9442
545;1.063
546;1.0253
547;0.9384
548;1.0166
549;0.9442
550;1.0543
551;1.0398
552;1.0398
553;1.0311
554;0.9268
555;1.0253
556;0.9094
557;0.9905
558;1.0804
559;0.9297
560;0.9819
561;1.0688
562;1.1325
563;0.9616
564;0.9471
565;1.0021
566;0.7066
567;0.8138
568;1.2861
569;1.0282
570;0.921
571;0.9239
572;0.9529
573;0.8949
574;1.0108
575;1.2281
576;1.118
577;0.9384
578;0.8486
579;1.1238
580;0.9152
581;0.8804
582;1.1586
583;1.1789
584;0.9645
585;0.8949
586;0.9645
587;0.9848
588;0.8775
589;1.092
590;0.9616
591;1.0833
592;0.8486
593;1.0253
594;1.0195
595;0.8746
596;1.0166
597;1.0601
598;0.9732
599;0.9848
600;1.1383
601;1.0833
602;0.95
603;0.9529
604;1.0427
605;1.0601
606;1.0601
607;1.0862
608;1.3006
609;1.1383
610;0.9761
611;0.8689
612;0.8891
613;0.9181
614;0.9239
615;0.9616
616;0.9963
617;0.9732
618;0.9819
619;0.921
620;0.8254
621;0.8833
622;0.9587
623;0.9645
624;1.005
625;0.8949
626;0.9413
627;1.1441
628;1.0485
629;1.0369
630;1.0543
631;0.9645
632;0.9819
633;1.0398
634;1.0427
635;1.1383
636;0.9645
637;0.9065
638;0.9297
639;1.0311
640;1.0311
641;0.9587
642;1.0166
643;0.9587
644;0.979
645;1.005
646;1.1064
647;1.0601
648;0.921
649;0.8544
650;0.9384
651;1.0079
652;0.7095
653;1.176
654;0.8457
655;0.9992
656;0.9761
657;1.1325
658;1.0804
659;1.2021
660;1.0862
661;1.1702
662;1.1934
663;1.1992
664;0.7877
665;0.9152
666;1.0891
667;1.1412
668;1.0543
669;1.0543
670;0.8949
671;0.9123
672;1.0978
673;0.9905
674;1.0775
675;1.0804
676;0.9036
677;0.8746
678;0.9036
679;1.1122
680;0.9963
681;0.9181
682;0.9065
683;0.8602
684;0.9819
685;1.1093
686;0.9674
687;0.9963
688;0.9558
689;0.8515
690;0.9123
691;0.9934
692;1.1963
693;1.118
694;1.147
695;1.1586
696;1.0224
697;1.0369
698;1.005
699;1.0427
700;1.0427
701;0.9877
702;1.0427
703;1.1296
704;1.0601
705;1.005
706;0.9152
707;0.9645
708;1.034
709;1.0659
710;0.8978
711;1.0108
712;0.979
713;0.9471
714;1.0804
715;1.1644
716;1.034
717;0.892
718;0.9065
719;0.9848
720;0.9732
721;1.092
722;1.0804
723;1.1702
724;1.2079
725;1.0746
726;1.1644
727;1.0427
728;0.9413
729;1.0282
730;0.9326
731;0.9152
732;0.8746
733;1.0166
734;1.0224
735;1.0224
736;1.092
737;1.0224
738;0.8573
739;1.005
740;0.7848
741;0.9268
742;1.1296
743;1.1528
744;0.9094
745;1.034
746;1.0021
747;0.9848
748;1.005
749;1.0369
750;0.8138
751;1.0079
752;1.0891
753;0.979
754;0.9181
755;1.005
756;1.205
757;1.005
758;1.0137
759;0.8428
760;1.0195
761;1.0456
762;0.9645
763;0.9819
764;1.0485
765;0.95
766;1.0949
767;0.9703
768;0.9963
769;0.9934
770;0.9761
771;1.0688
772;1.0978
773;1.0862
774;1.1586
775;1.0398
776;1.0137
777;1.0717
778;1.0021
779;1.0224
780;0.9297
781;0.9905
782;1.005
783;1.0253
784;0.9992
785;1.0717
786;0.9326
787;0.7761
788;0.8949
789;0.8978
790;1.0195
791;0.9703
792;0.9732
793;0.892
794;1.0398
795;1.0427
796;1.1122
797;1.0833
798;1.0224
799;1.0659
800;0.9761
801;1.1412
802;1.1007
803;1.1412
804;1.1151
805;0.921
806;0.8486
807;0.9384
808;0.9007
809;0.9819
810;0.8515
811;0.9152
812;0.9384
813;1.0282
814;1.0572
815;0.9616
816;0.9587
817;0.9094
818;1.0224
819;0.9732
820;0.8631
821;1.1325
822;0.9471
823;1.0485
824;0.8949
825;1.063
826;0.9761
827;0.9558
828;0.9268
829;0.9384
830;1.1847
831;1.0833
832;1.1412
833;1.063
834;0.9616
835;0.9963
836;1.0688
837;0.9819
838;1.0021
839;1.0079
840;1.0659
841;1.0079
842;1.0717
843;0.9413
844;1.0137
845;1.26
846;0.9413
847;1.2716
848;0.9674
849;1.0224
850;1.005
851;1.1007
852;1.2223
853;1.0427
854;1.118
855;0.9094
856;0.8225
857;0.8833
858;1.0398
859;0.9848
860;1.1934
861;1.0572
862;0.9529
863;1.0369
864;0.9819
865;0.9848
866;1.005
867;0.9905
868;1.0746
869;0.8486
870;1.0195
871;0.9992
872;1.0601
873;0.9761
874;0.9905
875;1.0427
876;0.921
877;0.892
878;1.1151
879;1.0224
880;1.0717
881;1.0659
882;0.8862
883;0.9819
884;1.1383
885;0.9094
886;1.063
887;0.892
888;1.0311
889;1.1499
890;0.9674
891;1.005
892;0.9065
893;0.9181
894;0.9413
895;1.0224
896;1.0659
897;1.1876
898;1.1847
899;1.0195
900;1.0601
901;1.0108
902;0.979
903;1.0108
904;0.8833
905;0.8891
906;1.0369
907;0.9819
908;0.9761
909;0.9848
910;0.9065
911;0.9645
912;0.9384
913;1.0224
914;1.0137
915;0.9558
916;0.8978
917;1.0688
918;0.9645
919;1.0253
920;1.063
921;1.0311
922;0.9877
923;1.034
924;0.9442
925;1.1093
926;0.892
927;0.9616
928;1.0369
929;1.034
930;0.9036
931;0.9268
932;0.8833
933;0.8804
934;0.9934
935;1.118
936;1.1412
937;1.0543
938;0.9558
939;0.9326
940;0.9732
941;1.2455
942;1.1238
943;1.0282
944;0.9268
945;0.7356
946;1.2137
947;1.0108
948;1.0775
949;1.1673
950;0.7559
951;1.0369
952;1.0688
953;1.0369
954;1.0746
955;0.8428
956;0.8602
957;0.979
958;1.0572
959;0.9934
960;0.9934
961;0.9529
962;0.8949
963;0.7095
964;1.1209
965;1.0659
966;0.8746
967;1.0601
968;1.0427
969;0.9297
970;0.8515
971;1.0688
972;1.1528
973;1.1238
974;0.921
975;1.005
976;0.8196
977;0.9065
978;1.2252
979;1.2513
980;1.0543
981;0.8457
982;0.7848
983;0.9094
984;1.1036
985;0.979
986;0.9529
987;0.808
988;0.7211
989;0.8515
990;1.0485
991;0.9877
992;0.9877
993;1.0427
994;0.9819
995;1.0427
996;1.1036
997;1.1412
998;0.892
999;0.8718
1000;1.1615
1001;1.2571
1002;1.2687
1003;1.0978
1004;0.921
1005;1.0166
1006;0.8978
1007;1.2542
1008;0.9848
1009;0.8167
1010;0.8138
1011;0.8689
1012;1.0398
1013;1.1093
1014;0.9703
1015;0.9094
1016;0.9065
1017;0.8689
1018;0.9992
1019;0.9616
1020;0.9761
1021;0.9587
1022;0.8602
1023;0.9326
1024;1.1586
1025;0.9992
1026;1.0688
1027;1.0311
1028;0.9905
1029;1.0427
1030;1.0485
1031;1.0543
1032;1.1064
1033;1.0891
1034;0.9761
1035;1.1731
1036;1.0717
1037;0.9558
1038;0.9703
1039;0.921
1040;1.1093
1041;1.1064
1042;1.147
1043;1.0427
1044;0.8399
1045;0.8718
1046;0.8689
1047;0.9065
1048;0.9297
1049;0.8862
1050;0.9036
1051;1.0224
1052;1.0978
1053;1.1557
1054;1.0891
1055;0.9181
1056;1.0485
1057;0.7501
1058;0.9413
1059;0.9529
1060;1.0688
1061;0.9326
1062;1.0543
1063;1.2137
1064;1.2745
1065;1.2948
1066;1.1267
1067;0.9326
1068;0.9674
1069;1.1296
1070;1.0833
1071;0.9326
1072;0.9094
1073;0.8544
1074;0.9877
1075;1.0427
1076;0.95
1077;0.9152
1078;0.7298
1079;0.8022
1080;1.0485
1081;1.1151
1082;1.1007
1083;0.9992
1084;0.8689
1085;0.9819
1086;1.1036
1087;1.1007
1088;1.0543
1089;0.9297
1090;0.9732
1091;1.0601
1092;1.0166
1093;1.0021
1094;0.9152
1095;0.8109
1096;0.8718
1097;1.1789
1098;1.034
1099;1.1267
1100;0.9558
1101;0.9645
1102;0.9036
1103;1.0659
1104;1.0543
1105;0.95
1106;0.9094
1107;0.9963
1108;1.0775
1109;1.176
1110;1.0427
1111;0.9848
1112;0.7906
1113;1.0195
1114;1.0253
1115;1.1876
1116;1.1847
1117;0.9992
1118;0.9905
1119;1.0224
1120;1.0949
1121;1.3267
1122;0.9529
1123;0.9384
1124;0.7761
1125;1.0485
1126;1.0601
1127;1.1064
1128;0.9326
1129;1.0253
1130;0.779
1131;0.8804
1132;1.1007
1133;1.1934
1134;0.9268
1135;0.95
1136;1.0079
1137;1.092
1138;1.2223
1139;1.1586
1140;1.1036
1141;0.8775
1142;0.9877
1143;1.0137
1144;0.9905
1145;1.0166
1146;0.9529
1147;0.9355
1148;0.9326
1149;0.921
1150;1.0978
1151;0.9674
1152;0.8341
1153;0.7935
1154;0.979
1155;1.063
1156;1.0601
1157;0.95
1158;1.0137
1159;0.8949
1160;1.0369
1161;1.1036
1162;1.0572
1163;0.9587
1164;0.892
1165;0.9819
1166;1.0021
1167;1.092
1168;1.1007
1169;0.921
1170;0.9152
1171;0.9384
1172;0.9616
1173;1.063
1174;0.9992
1175;1.0311
1176;0.9877
1177;1.0166
1178;1.0398
1179;1.0833
1180;0.9297
1181;0.9007
1182;1.0833
1183;1.0775
1184;0.9558
1185;1.005
1186;0.9297
1187;0.9703
1188;1.1064
1189;1.0369
1190;0.9819
1191;0.9442
1192;0.8833
1193;1.0195
1194;1.034
1195;1.1586
1196;1.1064
1197;0.9819
1198;0.9934
1199;0.9036
1200;0.9905
1201;0.9674
1202;1.1036
1203;1.0427
1204;0.8978
1205;0.9384
1206;0.9645
1207;0.9992
1208;0.9442
1209;0.8486
1210;0.9674
1211;1.0311
1212;1.0717
1213;1.0021
1214;0.9616
1215;0.9065
1216;0.9413
1217;1.1007
1218;1.063
1219;0.9992
1220;0.9007
1221;0.9268
1222;0.9819
1223;1.0485
1224;1.1238
1225;1.1064
1226;1.0369
1227;1.0427
1228;1.0224
1229;0.9471
1230;0.9442
1231;0.8862
1232;1.1296
1233;0.9384
1234;1.0311
1235;1.0514
1236;1.0543
1237;0.8022
1238;0.9297
1239;1.0108
1240;0.9992
1241;1.1036
1242;0.9094
1243;1.0137
1244;0.9877
1245;0.9558
1246;0.8862
1247;1.1122
1248;0.9239
1249;0.9616
1250;1.0514
1251;0.9123
1252;1.0804
1253;0.9529
1254;1.0079
1255;0.9529
1256;0.9645
1257;1.0572
1258;1.0166
1259;0.9674
1260;1.1151
1261;0.8746
1262;0.9529
1263;0.9558
1264;1.0137
1265;1.034
1266;0.9529
1267;1.005
1268;0.8718
1269;0.8949
1270;0.9355
1271;0.8978
1272;1.005
1273;0.9674
1274;1.0688
1275;1.1412
1276;1.092
1277;1.0427
1278;0.9529
1279;0.9934
1280;0.9587
1281;1.1876
1282;1.0253
1283;0.9761
1284;0.9645
1285;0.8862
1286;0.9355
1287;0.9297
1288;0.9529
1289;1.0369
1290;1.0311
1291;0.9877
1292;1.0195
1293;0.9877
1294;1.0775
1295;1.0282
1296;0.9442
1297;0.8775
1298;0.9297
1299;0.9674
1300;1.118
1301;1.1441
1302;1.0688
1303;0.9992
1304;0.9645
1305;0.9558
1306;0.9442
1307;0.9732
1308;0.9471
1309;0.9326
1310;0.9848
1311;0.9123
1312;1.0253
1313;1.0311
1314;0.9587
1315;1.0485
1316;1.0688
1317;1.0659
1318;0.9645
1319;0.8833
1320;1.0572
1321;1.0224
1322;0.9934
1323;0.9181
1324;0.9442
1325;0.9065
1326;0.8573
1327;0.9065
1328;0.9905
1329;1.005
1330;0.9963
1331;1.0137
1332;1.0253
1333;0.9905
1334;1.0166
1335;0.9558
1336;0.7761
1337;0.8167
1338;1.0688
1339;0.9413
1340;1.2195
1341;1.1007
1342;1.0021
1343;0.9674
1344;0.9152
1345;0.9992
1346;0.9905
1347;1.0978
1348;1.0108
1349;1.0514
1350;1.0369
1351;1.0427
1352;0.9732
1353;0.866
1354;0.9442
1355;1.0717
1356;1.0224
1357;1.0514
1358;1.118
1359;0.9934
1360;0.9471
1361;0.9645
1362;1.005
1363;1.0775
1364;1.092
1365;0.9181
1366;0.8109
1367;1.0543
1368;1.2021
1369;1.1876
1370;1.092
1371;0.9152
1372;0.9326
1373;1.0253
1374;0.9992
1375;0.9326
1376;0.8978
1377;0.9616
1378;0.9268
1379;0.9848
1380;1.005
1381;0.9297
1382;0.8196
1383;0.9703
1384;0.9848
1385;0.9848
1386;1.0514
1387;1.0166
1388;0.8457
1389;0.9181
1390;1.0833
1391;1.1007
1392;1.1499
1393;1.0166
1394;1.0775
1395;1.0224
1396;1.1528
1397;1.1673
1398;1.0137
1399;0.9355
1400;0.837
1401;0.8544
1402;0.8833
1403;0.9326
1404;0.9094
1405;0.9326
1406;1.0021
1407;1.1209
1408;0.9268
1409;1.0253
1410;0.8428
1411;0.8486
1412;0.9442
1413;1.0688
1414;1.0079
1415;1.034
1416;1.0137
1417;1.0195
1418;1.0456
1419;1.0978
1420;1.0601
1421;1.0021
1422;0.921
1423;0.8573
1424;1.0369
1425;1.0572
1426;1.0427
1427;0.9703
1428;0.9152
1429;0.9963
1430;1.1441
1431;1.0746
1432;0.9848
1433;0.8775
1434;0.8862
1435;0.9558
1436;0.9674
1437;0.9992
1438;1.0079
1439;0.979
1440;1.0369
1441;1.1789
1442;1.1731
1443;1.1383
1444;1.0514
1445;1.1093
1446;0.9703
1447;0.8746
1448;0.8978
1449;0.8051
1450;0.8775
1451;0.7559
1452;1.118
1453;0.9529
1454;0.95
1455;1.034
1456;0.8978
1457;1.1499
1458;0.9384
1459;0.9703
1460;1.0514
1461;1.0253
1462;0.8978
1463;0.95
1464;1.0311
1465;1.0746
1466;0.9297
1467;0.8515
1468;0.9442
1469;0.9963
1470;0.979
1471;0.9471
1472;1.0137
1473;0.9877
1474;1.0717
1475;1.034
1476;0.9819
1477;0.9848
1478;0.9905
1479;0.9905
1480;0.9529
1481;1.005
1482;1.0108
1483;1.0543
1484;1.0137
1485;1.0485
1486;1.0079
1487;0.9732
1488;1.0543
1489;0.979
1490;0.9905
1491;0.9732
1492;1.0543
1493;1.0572
1494;0.9645
1495;0.8544
1496;0.9934
1497;0.8515
1498;0.7906
1499;0.9587
1500;0.9152
1501;0.9877
1502;0.9355
1503;1.0572
1504;1.0688
1505;1.2079
1506;0.9645
1507;1.005
1508;0.9587
1509;0.9587
1510;0.9442
1511;1.1557
1512;0.8891
1513;0.9297
1514;1.0949
1515;1.1064
1516;0.8109
1517;0.8573
1518;0.7037
1519;0.8167
1520;0.9094
1521;0.9036
1522;1.0688
1523;0.9268
1524;0.8138
1525;1.005
1526;0.9558
1527;1.118
1528;1.0195
1529;0.9905
1530;0.8544
1531;0.9616
1532;0.9992
1533;0.979
1534;1.0224
1535;0.9471
1536;0.9819
1537;1.0978
1538;0.979
1539;0.9905
1540;0.9036
1541;0.9297
1542;1.0369
1543;0.9877
1544;1.0108
1545;0.9905
1546;1.005
1547;0.921
1548;0.9877
1549;1.0688
1550;1.0195
1551;0.9529
1552;0.9558
1553;1.0166
1554;1.034
1555;1.0717
1556;0.9761
1557;0.9905
1558;1.0137
1559;1.0282
1560;0.9587
1561;1.0195
1562;0.9819
1563;0.95
1564;0.9471
1565;1.1007
1566;1.0137
1567;1.0137
1568;0.9413
1569;0.8833
1570;0.9384
1571;0.9558
1572;1.0369
1573;1.0543
1574;0.9384
1575;0.8949
1576;1.0224
1577;1.0137
1578;0.9761
1579;0.9732
1580;0.9934
1581;0.9529
1582;0.9963
1583;0.9442
1584;1.0166
1585;0.9065
1586;0.9442
1587;0.9992
1588;0.9674
1589;0.979
1590;1.0398
1591;1.0311
1592;1.0224
1593;0.9761
1594;0.9616
1595;1.0166
1596;0.9645
1597;1.0166
1598;0.9616
1599;0.9992
1600;1.0253
1601;0.9645
1602;0.9877
1603;0.9123
1604;0.9094
1605;0.9587
1606;0.9905
1607;0.9645
1608;0.9297
1609;1.0514
1610;1.0369
1611;1.0659
1612;1.0833
1613;1.1122
1614;0.9819
1615;0.9442
1616;0.8718
1617;0.9877
1618;0.8891
1619;0.7993
1620;0.9645
1621;0.9877
1622;0.8399
1623;1.0862
1624;0.9674
1625;0.9905
1626;0.8891
1627;1.0717
1628;0.9934
1629;0.9094
1630;0.9848
1631;1.0369
1632;0.9587
1633;1.0949
1634;0.9268
1635;0.9761
1636;1.0978
1637;0.9094
1638;0.9761
1639;0.9355
1640;1.034
1641;0.9007
1642;0.8167
1643;1.0572
1644;0.8399
1645;0.9761
1646;0.8862
1647;1.1093
1648;0.9732
1649;1.0079
1650;1.1036
1651;1.0079
1652;1.0224
1653;0.8573
1654;0.8573
1655;0.8196
1656;0.9094
1657;0.9992
1658;0.9992
1659;1.0659
1660;1.0978
1661;1.0369
1662;1.1238
1663;0.9529
1664;0.9645
1665;0.9819
1666;0.9413
1667;1.0137
1668;1.0659
1669;0.9819
1670;0.9616
1671;0.9992
1672;0.9992
1673;1.0717
1674;1.0369
1675;0.9905
1676;0.9732
1677;1.0079
1678;0.9761
1679;0.9963
1680;0.9558
1681;0.9703
1682;0.9297
1683;0.921
1684;0.9587
1685;1.1267
1686;1.0659
1687;1.0282
1688;0.9007
1689;0.9848
1690;0.9905
1691;1.1209
1692;1.0891
1693;0.95
1694;0.8862
1695;1.0398
1696;0.9934
1697;1.0369
1698;0.9848
1699;1.0137
1700;0.8746
1701;0.8254
1702;0.9413
1703;0.8399
1704;0.979
1705;0.8486
1706;0.8689
1707;0.9819
1708;0.9326
1709;0.9819
1710;1.0398
1711;1.1122
1712;1.063
1713;1.0717
1714;1.0108
1715;1.0862
1716;0.9732
1717;0.9297
1718;1.0804
1719;1.2542
1720;0.611
1721;0.7761
1722;0.8196
1723;0.7153
1724;0.779
1725;1.1528
1726;1.0079
1727;1.0195
1728;0.8312
1729;1.0891
1730;1.1151
1731;0.9616
1732;1.0572
1733;0.9934
1734;1.0485
1735;0.9963
1736;0.9065
1737;0.9239
1738;1.0195
1739;0.9413
1740;1.0369
1741;0.9413
1742;0.8515
1743;0.8138
1744;0.9442
1745;1.0195
1746;0.9529
1747;0.9674
1748;0.7472
1749;0.892
1750;1.0659
1751;1.231
1752;1.0862
1753;0.9587
1754;0.8602
1755;0.9239
1756;0.7877
1757;1.0601
1758;0.8573
1759;0.9674
1760;0.8486
1761;1.0195
1762;1.034
1763;1.0949
1764;0.8978
1765;0.9007
1766;0.8718
1767;0.9355
1768;1.0253
1769;0.8804
1770;0.9181
1771;1.1036
1772;0.9587
1773;1.034
1774;1.176
1775;1.1036
1776;1.0427
1777;0.9587
1778;0.9181
1779;0.8978
1780;1.005
1781;0.9065
1782;0.9616
1783;0.9123
1784;0.9094
1785;1.0166
1786;0.9848
1787;0.921
1788;0.7501
1789;0.9848
1790;1.0717
1791;0.9355
1792;0.9326
1793;0.8167
1794;0.9152
1795;1.0224
1796;1.0572
1797;1.0195
1798;0.8689
1799;0.9152
1800;0.9905
1801;1.0688
1802;1.0949
1803;0.9587
1804;0.8341
1805;0.9558
1806;1.1064
1807;1.1528
1808;1.1007
1809;0.9674
1810;0.9877
1811;0.9732
1812;1.0195
1813;1.0485
1814;1.005
1815;0.808
1816;0.7877
1817;0.8283
1818;0.8862
1819;0.8978
1820;0.9819
1821;0.9761
1822;0.9065
1823;1.0601
1824;1.0688
1825;1.1905
1826;1.1267
1827;0.9732
1828;1.118
1829;0.9268
1830;1.0427
1831;0.9065
1832;0.9703
1833;1.0108
1834;0.8978
1835;1.0804
1836;0.979
1837;0.8775
1838;0.8428
1839;0.9239
