----------------------------------------------------------------------------------------------
Bean传感器AX 3DS

Mac Id : 00158D00000E09D4
网络ID : 0002
Pan Id : 3900
传感器ID : 1
传感器标签 : Ch_Y

比率 : 1
偏移量 : 0
单位 : g

DATE_FORMAT : yyyy/M/d tt hh:mm:ss
日期 : 2020/2/1 上午 12:05:16

数据采集周期 : 304
数据采集持续时间 : 300
抽样率 : 400
截止频率 : 8
----------------------------------------------------------------------------------------------
测量目录;测量值
132;-0.0356
133;-0.0892
134;-0.0951
135;0.0118
136;0.0059
137;-0.0892
138;0.0416
139;0.0803
140;-0.0773
141;0.0029
142;-0.1338
143;-0.0654
144;-0.0951
145;0.0237
146;0.1964
147;0.0595
148;0.2053
149;0.2053
150;0.2857
151;0.0416
152;0.1071
153;0.0505
154;0.1547
155;0.1011
156;0.0327
157;0.1339
158;0.0982
159;0.2351
160;0.0535
161;0.2262
162;0.2113
163;0.0535
164;0.1488
165;0.0684
166;0.0356
167;0.0208
168;0.119
169;0.1339
170;-0.0773
171;0.0743
172;-0.0148
173;0.0356
174;0.0148
175;-0.0505
176;0.0416
177;-0.0177
178;-0.0029
179;0.0178
180;-0.0029
181;-0.0207
182;-0.0237
183;-0.0803
184;-0.0296
185;0.0118
186;-0.0475
187;-0.0237
188;-0.1725
189;-0.0535
190;0.0237
191;-0.0862
192;0.0208
193;0.0476
194;0.0982
195;0.0001
196;0.0624
197;0.0327
198;0.0952
199;0.1071
200;0.116
201;0.0327
202;0.1458
203;0.1428
204;0.1517
205;0.1428
206;0.2113
207;0.2023
208;0.1845
209;0.1517
210;0.1041
211;0.113
212;0.0863
213;0.0654
214;0.0148
215;0.0654
216;0.0029
217;0.0595
218;0.0892
219;-0.0624
220;-0.0148
221;0.0089
222;-0.0535
223;-0.0118
224;0.0178
225;0.0059
226;-0.0088
227;0.0595
228;0.0356
229;-0.0118
230;-0.0416
231;-0.0386
232;-0.0177
233;0.0505
234;-0.0237
235;0.0356
236;-0.0683
237;-0.0207
238;0.0237
239;-0.0207
240;0.0833
241;0.0743
242;0.0476
243;0.3155
244;-0.0326
245;0.2291
246;0.0833
247;0.1428
248;0.0327
249;0.244
250;0.1428
251;0.1041
252;0.1845
253;0.1547
254;0.0297
255;0.0356
256;0.0089
257;0.0118
258;0.0356
259;0.0059
260;0.0148
261;0.1547
262;0.1815
263;0.1011
264;-0.116
265;-0.11
266;0.0743
267;0.1398
268;0.0773
269;-0.1249
270;-0.0416
271;-0.0475
272;0.0654
273;0.113
274;0.0416
275;-0.1249
276;-0.0743
277;-0.0029
278;0.0297
279;0.0833
280;0.0356
281;0.1636
282;0.0624
283;0.0237
284;0.0863
285;0.0178
286;0.1517
287;0.0654
288;0.0624
289;0.1369
290;0.1517
291;0.119
292;0.0952
293;0.0803
294;0.1041
295;0.1964
296;0.0714
297;0.0565
298;-0.0594
299;-0.0237
300;0.116
301;0.0803
302;-0.0535
303;0.0267
304;0.0952
305;0.0178
306;-0.0296
307;0.0356
308;0.0356
309;0.0952
310;-0.113
311;0.0595
312;0.0356
313;0.0059
314;-0.0862
315;-0.0683
316;0.0059
317;0.0505
318;0.116
319;-0.0177
320;0.0416
321;0.0505
322;0.0595
323;0.0059
324;0.116
325;0.0001
326;0.0446
327;0.116
328;0.1011
329;0.1607
330;0.1249
331;0.0952
332;0.0714
333;0.0952
334;0.1756
335;0.2083
336;0.0892
337;0.1071
338;0.0595
339;0.1756
340;0.0922
341;0.1875
342;-0.0237
343;-0.0267
344;0.0684
345;-0.0088
346;0.0982
347;-0.116
348;0.1666
349;-0.0624
350;-0.0267
351;-0.11
352;0.0059
353;0.0565
354;0.0089
355;0.0208
356;0.0714
357;0.0595
358;-0.0237
359;-0.0773
360;0.1369
361;-0.0326
362;-0.0654
363;0.0118
364;0.0595
365;-0.0803
366;-0.0207
367;0.0743
368;0.0237
369;0.0535
370;0.0059
371;-0.0237
372;0.0714
373;-0.0118
374;0.0773
375;0.1756
376;0.0505
377;0.1458
378;0.0892
379;0.0833
380;0.0595
381;0.0386
382;0.1369
383;0.0148
384;0.1517
385;0.0714
386;0.0237
387;0.0773
388;0.0684
389;0.0356
390;-0.0058
391;0.0356
392;0.0654
393;-0.0475
394;-0.0416
395;0.0089
396;-0.0505
397;-0.0594
398;-0.0386
399;0.0118
400;-0.0624
401;0.0297
402;0.0237
403;0.0118
404;-0.0475
405;-0.1398
406;-0.0743
407;-0.0862
408;0.0059
409;-0.0594
410;-0.0951
411;-0.0058
412;0.0148
413;0.1666
414;0.1249
415;-0.11
416;-0.0892
417;0.1279
418;0.2648
419;0.1696
420;0.0356
421;0.1249
422;0.0743
423;0.2946
424;-0.0029
425;0.1041
426;-0.0475
427;0.1607
428;0.3125
429;0.2202
430;0.1101
431;0.0565
432;0.1369
433;0.0356
434;0.1071
435;-0.0386
436;0.1845
437;0.1488
438;0.0001
439;0.1249
440;-0.0296
441;0.1875
442;0.0476
443;-0.1517
444;-0.0535
445;0.0595
446;0.0773
447;-0.0088
448;-0.0922
449;-0.11
450;0.0178
451;0.1101
452;-0.0148
453;-0.0326
454;-0.0713
455;0.0624
456;0.0089
457;-0.0237
458;0.0714
459;0.0565
460;0.0952
461;-0.0118
462;-0.0386
463;-0.0058
464;0.116
465;0.0595
466;0.0446
467;0.0535
468;0.1249
469;0.2232
470;0.1428
471;0.0773
472;0.2083
473;0.1071
474;0.1517
475;0.1249
476;0.1041
477;0.119
478;0.1577
479;0.0595
480;-0.0773
481;0.0624
482;0.0237
483;0.1071
484;-0.0356
485;-0.116
486;0.0684
487;0.0624
488;0.0237
489;-0.1279
490;-0.0922
491;0.1488
492;0.0118
493;0.0118
494;-0.0118
495;-0.0832
496;0.0624
497;0.0208
498;-0.0475
499;0.0208
500;0.0237
501;0.0684
502;0.0356
503;-0.0475
504;0.0684
505;0.0952
506;0.116
507;0.0029
508;0.0267
509;0.113
510;0.0803
511;0.1785
512;0.0297
513;0.0773
514;0.0476
515;0.113
516;0.1636
517;-0.0058
518;0.0833
519;0.0624
520;0.0773
521;0.1041
522;-0.0654
523;0.0982
524;0.1041
525;0.0535
526;-0.1785
527;0.0237
528;0.0356
529;-0.0594
530;-0.0713
531;-0.0981
532;-0.0267
533;-0.0058
534;-0.0237
535;0.0565
536;-0.0296
537;-0.0148
538;0.0356
539;0.0505
540;-0.0862
541;0.0446
542;0.0743
543;0.1279
544;0.1339
545;0.0982
546;0.116
547;0.0001
548;0.0446
549;-0.0416
550;0.0833
551;0.2321
552;0.0803
553;0.0029
554;0.119
555;0.0237
556;0.0684
557;0.1011
558;0.1369
559;0.0356
560;0.122
561;0.0892
562;0.0714
563;0.1249
564;0.113
565;0.1934
566;0.1071
567;-0.0594
568;0.116
569;-0.0267
570;0.1071
571;0.0654
572;-0.1309
573;0.0773
574;0.0773
575;0.0476
576;0.0118
577;-0.0118
578;0.0714
579;0.0237
580;-0.0386
581;-0.1041
582;0.0565
583;-0.0148
584;0.0327
585;-0.113
586;-0.0683
587;0.0803
588;-0.0445
589;0.0118
590;0.0684
591;-0.0058
592;0.0356
593;-0.0118
594;0.0059
595;0.0356
596;0.0982
597;0.1011
598;0.0773
599;0.1666
600;0.0803
601;0.2351
602;0.1071
603;-0.0088
604;0.0892
605;0.1041
606;0.2291
607;0.1934
608;0.1369
609;0.0803
610;0.0595
611;0.0952
612;0.0148
613;-0.0713
614;-0.0118
615;-0.0118
616;0.0595
617;0.0535
618;0.0416
619;-0.107
620;0.0356
621;-0.0654
622;-0.0892
623;-0.0535
624;-0.0237
625;0.0001
626;-0.0207
627;-0.0624
628;-0.0713
629;0.0178
630;-0.0118
631;0.0833
632;-0.0773
633;0.0118
634;0.1458
635;-0.0088
636;0.0595
637;0.1845
638;-0.0177
639;0.1011
640;0.119
641;0.2023
642;0.1011
643;0.1577
644;0.1249
645;0.2202
646;0.2083
647;0.1071
648;0.0089
649;0.0416
650;0.1309
651;0.1994
652;0.0833
653;-0.1398
654;0.0089
655;0.0952
656;0.1994
657;0.1279
658;0.0327
659;-0.0951
660;0.0714
661;0.2559
662;-0.0356
663;-0.0177
664;0.1756
665;0.1041
666;0.0922
667;-0.2499
668;-0.0207
669;-0.0207
670;0.0952
671;0.0327
672;-0.1904
673;0.0001
674;0.1339
675;0.0595
676;-0.1309
677;0.0089
678;-0.0296
679;0.2113
680;0.0624
681;-0.1517
682;-0.0207
683;0.0535
684;0.1756
685;-0.0624
686;0.0148
687;0.0803
688;0.0833
689;0.1339
690;0.0446
691;0.0863
692;-0.0118
693;0.2083
694;0.0356
695;0.0922
696;0.1428
697;0.113
698;0.1249
699;-0.0594
700;0.0416
701;0.0654
702;0.1875
703;0.0208
704;-0.0416
705;-0.0029
706;0.0476
707;0.0863
708;-0.0177
709;-0.0505
710;0.1041
711;0.0118
712;0.0297
713;-0.0505
714;-0.0832
715;-0.107
716;0.0029
717;-0.0445
718;0.0297
719;0.0089
720;-0.0207
721;-0.0416
722;-0.0118
723;0.1071
724;0.1666
725;0.0952
726;0.0237
727;0.0237
728;0.0595
729;0.0714
730;-0.0148
731;0.1488
732;0.0059
733;0.1279
734;0.1071
735;0.0863
736;0.1041
737;0.0208
738;0.1815
739;0.1101
740;0.0476
741;0.0476
742;-0.0326
743;0.1428
744;0.0595
745;-0.0237
746;0.1488
747;-0.0237
748;0.0089
749;-0.107
750;-0.0475
751;-0.0029
752;-0.0416
753;-0.0058
754;-0.0654
755;-0.0832
756;-0.1368
757;0.0356
758;-0.0356
759;-0.0654
760;-0.0326
761;-0.0296
762;0.0118
763;-0.0148
764;-0.0475
765;0.1458
766;-0.0207
767;0.1636
768;0.0178
769;0.0833
770;0.1249
771;0.0178
772;0.0118
773;0.0743
774;0.1398
775;0.1488
776;0.0208
777;-0.0148
778;0.1011
779;0.119
780;0.2023
781;0.0297
782;0.0535
783;0.122
784;0.0356
785;0.0535
786;-0.0356
787;0.0595
788;-0.107
789;0.1279
790;0.0416
791;0.0356
792;-0.0207
793;-0.0505
794;-0.0832
795;0.0356
796;-0.0148
797;-0.0296
798;-0.1815
799;-0.0148
800;-0.1368
801;0.0476
802;-0.0713
803;-0.2708
804;-0.0803
805;-0.2142
806;0.1547
807;-0.0535
808;0.0001
809;0.1964
810;0.0505
811;0.0952
812;0.0208
813;-0.0683
814;0.0982
815;0.0863
816;-0.0029
817;-0.0654
818;0.1547
819;0.122
820;0.1636
821;0.0863
822;0.1428
823;0.1488
824;0.1934
825;0.1071
826;0.0356
827;0.1309
828;0.1428
829;0.1309
830;-0.0326
831;-0.0624
832;0.0208
833;0.0356
834;0.0476
835;0.0297
836;0.0001
837;0.0982
838;0.0356
839;-0.0237
840;-0.1547
841;-0.0862
842;-0.0743
843;-0.1606
844;-0.0981
845;-0.0773
846;0.0535
847;-0.0237
848;0.0237
849;0.0059
850;0.0773
851;0.0208
852;0.0178
853;-0.0951
854;0.0208
855;0.0892
856;0.1875
857;0.0654
858;0.0892
859;0.116
860;0.1458
861;0.2053
862;0.1785
863;0.0595
864;0.1666
865;0.1964
866;0.1577
867;0.113
868;0.0148
869;0.0535
870;0.0565
871;0.0565
872;0.0803
873;0.0118
874;0.0356
875;0.0982
876;-0.0029
877;-0.0207
878;-0.0475
879;0.0356
880;-0.0267
881;-0.1189
882;0.0029
883;-0.0177
884;0.0476
885;-0.0177
886;-0.0267
887;-0.0148
888;-0.0118
889;0.0505
890;-0.0296
891;0.0059
892;0.1071
893;0.0743
894;0.0267
895;0.0297
896;0.1428
897;0.1666
898;0.2053
899;0.1101
900;0.0565
901;0.0922
902;0.0773
903;0.2113
904;0.0743
905;0.0089
906;0.0714
907;0.0535
908;-0.0862
909;0.0833
910;-0.0773
911;0.1756
912;0.0803
913;-0.0594
914;0.0714
915;0.0327
916;0.0684
917;0.0237
918;-0.0386
919;-0.0267
920;-0.0029
921;0.0892
922;-0.0326
923;-0.1219
924;-0.0118
925;-0.0356
926;0.0267
927;0.0833
928;-0.0029
929;0.0952
930;0.0624
931;0.1071
932;0.0297
933;0.0029
934;0.0863
935;-0.0088
936;-0.0177
937;-0.0386
938;-0.0029
939;0.0148
940;-0.0326
941;0.0446
942;-0.0029
943;0.0684
944;0.0505
945;0.0595
946;0.1279
947;0.0356
948;0.0982
949;0.0267
950;0.1756
951;-0.0207
952;-0.0148
953;0.0863
954;0.0952
955;0.122
956;-0.0148
957;0.0863
958;0.0773
959;0.1309
960;0.0029
961;0.0684
962;0.0356
963;0.0743
964;0.0148
965;0.0684
966;-0.0296
967;-0.0058
968;-0.0803
969;0.0001
970;-0.0326
971;0.0118
972;-0.0803
973;-0.0416
974;-0.0296
975;-0.0148
976;0.0327
977;-0.0088
978;0.0297
979;0.0327
980;0.0505
981;0.1547
982;0.0416
983;0.1756
984;0.0863
985;0.0356
986;0.0505
987;0.0267
988;0.1875
989;0.1547
990;0.1011
991;0.113
992;0.0595
993;0.0297
994;0.0118
995;-0.0594
996;-0.0207
997;0.0684
998;0.0952
999;0.0952
1000;-0.0118
1001;0.0654
1002;-0.0237
1003;0.1101
1004;-0.0267
1005;0.0743
1006;0.1696
1007;-0.116
1008;0.116
1009;-0.0296
1010;0.0535
1011;-0.0386
1012;0.2023
1013;-0.0326
1014;-0.0296
1015;-0.0683
1016;0.0714
1017;0.0714
1018;0.0356
1019;0.0356
1020;-0.0624
1021;0.0356
1022;0.0148
1023;0.0505
1024;0.0892
1025;0.0565
1026;0.1607
1027;0.1785
1028;0.0952
1029;-0.0654
1030;0.0863
1031;0.1369
1032;0.2381
1033;0.1011
1034;-0.0207
1035;0.0922
1036;0.0505
1037;0.2708
1038;0.0505
1039;0.0743
1040;-0.0386
1041;0.0001
1042;0.0505
1043;-0.0416
1044;0.0565
1045;0.1458
1046;0.0476
1047;-0.0237
1048;-0.0475
1049;-0.116
1050;-0.11
1051;0.0029
1052;-0.1189
1053;-0.0713
1054;0.0773
1055;-0.0177
1056;-0.0743
1057;-0.0683
1058;-0.1309
1059;0.0892
1060;0.1249
1061;0.0446
1062;-0.1428
1063;0.0535
1064;0.0267
1065;0.1458
1066;0.1011
1067;0.0237
1068;0.1875
1069;0.0684
1070;0.2857
1071;0.1964
1072;0.0952
1073;0.1875
1074;0.1309
1075;0.0773
1076;-0.0058
1077;0.0833
1078;0.1369
1079;0.0118
1080;0.0982
1081;0.0356
1082;0.1666
1083;0.0208
1084;0.0059
1085;-0.0356
1086;0.0208
1087;0.0982
1088;0.0237
1089;-0.0356
1090;-0.0267
1091;0.0684
1092;0.0267
1093;0.0356
1094;-0.0624
1095;-0.107
1096;-0.0356
1097;0.0118
1098;0.0356
1099;0.0714
1100;0.1041
1101;-0.0713
1102;0.0059
1103;0.0565
1104;0.0684
1105;0.0922
1106;0.0624
1107;0.0059
1108;-0.0058
1109;0.1041
1110;0.0654
1111;0.0982
1112;0.0089
1113;0.0178
1114;0.2113
1115;0.1011
1116;0.0952
1117;-0.0892
1118;0.0624
1119;0.0476
1120;0.0446
1121;-0.1696
1122;-0.0594
1123;0.0208
1124;0.1309
1125;0.0624
1126;0.0148
1127;0.0356
1128;0.0922
1129;0.0178
1130;-0.0296
1131;-0.0296
1132;0.0356
1133;0.0505
1134;0.0029
1135;-0.1547
1136;-0.0981
1137;0.0089
1138;0.116
1139;0.0773
1140;0.0148
1141;0.0892
1142;0.0624
1143;0.1666
1144;0.0118
1145;0.0714
1146;0.1279
1147;0.1279
1148;0.1041
1149;0.0327
1150;0.1011
1151;0.1517
1152;0.1577
1153;0.0684
1154;0.0059
1155;0.0714
1156;0.119
1157;0.1279
1158;0.0208
1159;0.0476
1160;0.0178
1161;0.0118
1162;0.0001
1163;-0.0803
1164;0.0118
1165;-0.0922
1166;-0.0594
1167;-0.1696
1168;-0.1279
1169;0.0952
1170;-0.0683
1171;-0.0267
1172;-0.0803
1173;-0.0475
1174;0.1398
1175;0.0505
1176;-0.0624
1177;0.0595
1178;0.1041
1179;0.1279
1180;-0.2082
1181;0.0416
1182;-0.0922
1183;-0.1189
1184;0.0148
1185;0.0237
1186;-0.1785
1187;0.2053
1188;-0.0416
1189;0.1934
1190;0.0743
1191;0.0001
1192;0.1249
1193;0.122
1194;0.2321
1195;0.1458
1196;0.1577
1197;0.1398
1198;0.1369
1199;-0.0326
1200;-0.0356
1201;0.0386
1202;0.0773
1203;0.116
1204;0.0208
1205;-0.0594
1206;-0.0654
1207;0.0773
1208;-0.0475
1209;0.0208
1210;-0.1576
1211;-0.0296
1212;-0.0743
1213;-0.0058
1214;-0.0416
1215;0.0237
1216;0.0863
1217;-0.0386
1218;-0.0416
1219;-0.1904
1220;0.0595
1221;-0.0148
1222;0.0178
1223;0.0505
1224;-0.0416
1225;0.116
1226;0.0952
1227;0.0863
1228;0.0297
1229;0.1309
1230;0.2738
1231;0.1607
1232;0.1071
1233;0.0684
1234;0.1666
1235;0.2023
1236;0.1369
1237;0.1101
1238;0.0952
1239;0.1011
1240;0.0476
1241;-0.0416
1242;-0.0356
1243;0.0982
1244;0.0743
1245;0.0446
1246;-0.0624
1247;-0.0475
1248;-0.0058
1249;-0.0148
1250;-0.0029
1251;-0.0713
1252;0.0327
1253;-0.0118
1254;0.0001
1255;-0.0535
1256;0.0208
1257;0.0535
1258;0.0208
1259;-0.0177
1260;0.0029
1261;0.0595
1262;0.0624
1263;0.1428
1264;-0.0058
1265;0.0922
1266;0.0863
1267;0.119
1268;0.0297
1269;0.0356
1270;0.0208
1271;0.1309
1272;0.0356
1273;-0.0326
1274;0.0535
1275;0.113
1276;0.113
1277;0.1636
1278;-0.0803
1279;0.0356
1280;0.0654
1281;0.0297
1282;-0.0207
1283;-0.1398
1284;0.0446
1285;-0.1666
1286;-0.0832
1287;0.0208
1288;-0.1576
1289;0.1011
1290;0.0267
1291;0.0001
1292;0.0446
1293;0.0476
1294;-0.0654
1295;0.0178
1296;-0.1368
1297;-0.113
1298;0.1011
1299;0.1428
1300;0.0001
1301;-0.0148
1302;0.119
1303;0.0833
1304;0.1785
1305;0.1458
1306;-0.0267
1307;0.1488
1308;0.0624
1309;0.1398
1310;0.0773
1311;0.0505
1312;0.1726
1313;0.116
1314;0.1309
1315;-0.0237
1316;0.0952
1317;0.0833
1318;0.0089
1319;0.0773
1320;0.1101
1321;-0.0951
1322;-0.0475
1323;-0.0624
1324;-0.0981
1325;0.1041
1326;-0.0564
1327;-0.0773
1328;-0.1041
1329;-0.116
1330;0.0059
1331;-0.0654
1332;0.1607
1333;-0.0892
1334;0.0505
1335;0.0803
1336;-0.0743
1337;-0.0237
1338;-0.0029
1339;-0.0029
1340;-0.0267
1341;0.0684
1342;0.0624
1343;0.1756
1344;0.0476
1345;0.0089
1346;0.0297
1347;0.0833
1348;0.1398
1349;0.0743
1350;0.0982
1351;0.0654
1352;0.0476
1353;0.0803
1354;0.0922
1355;-0.0177
1356;-0.0356
1357;0.0595
1358;0.0892
1359;-0.0803
1360;0.0982
1361;-0.0386
1362;0.1428
1363;-0.0713
1364;-0.0743
1365;-0.0803
1366;0.0803
1367;-0.0029
1368;0.0833
1369;0.0446
1370;-0.0505
1371;0.0001
1372;-0.0654
1373;-0.0237
1374;-0.0356
1375;-0.0237
1376;0.0118
1377;-0.0862
1378;-0.0445
1379;0.0595
1380;0.1249
1381;0.0595
1382;0.1071
1383;0.0684
1384;0.0327
1385;0.3155
1386;-0.0296
1387;-0.0654
1388;-0.0505
1389;0.119
1390;-0.0148
1391;-0.0326
1392;-0.0058
1393;-0.0177
1394;0.1249
1395;0.0178
1396;-0.0029
1397;0.0624
1398;0.0059
1399;-0.0505
1400;-0.1636
1401;-0.0207
1402;-0.0326
1403;0.0803
1404;0.0327
1405;-0.0058
1406;-0.0296
1407;-0.2202
1408;0.0356
1409;0.1488
1410;-0.0267
1411;-0.0951
1412;-0.0713
1413;-0.1428
1414;-0.0118
1415;0.0624
1416;0.1517
1417;0.0863
1418;-0.0058
1419;-0.0058
1420;0.1517
1421;0.119
1422;0.1726
1423;0.122
1424;0.1964
1425;0.0416
1426;0.0535
1427;0.0922
1428;0.0356
1429;0.0624
1430;-0.0475
1431;0.1309
1432;0.0386
1433;0.0833
1434;0.0208
1435;-0.107
1436;0.0356
1437;0.0118
1438;-0.1428
1439;-0.11
1440;-0.0862
1441;0.0178
1442;-0.0296
1443;0.0654
1444;-0.0296
1445;-0.0148
1446;0.0505
1447;0.0297
1448;0.0178
1449;-0.0832
1450;-0.0267
1451;0.0029
1452;0.0001
1453;-0.0803
1454;0.0505
1455;-0.0505
1456;0.0535
1457;0.0654
1458;0.0863
1459;0.1458
1460;-0.0148
1461;0.0654
1462;-0.0177
1463;-0.0713
1464;0.1041
1465;0.0416
1466;0.1101
1467;-0.0713
1468;0.1517
1469;0.1428
1470;0.0684
1471;0.0892
1472;-0.1219
1473;0.0178
1474;0.0089
1475;0.0267
1476;-0.0058
1477;0.0446
1478;0.0565
1479;0.0178
1480;0.0624
1481;-0.0118
1482;0.0535
1483;-0.0475
1484;-0.0475
1485;-0.0594
1486;0.0148
1487;0.0595
1488;0.0148
1489;-0.1279
1490;-0.113
1491;0.1964
1492;-0.0594
1493;0.1756
1494;0.0118
1495;-0.0416
1496;0.1309
1497;0.0624
1498;-0.0088
1499;0.0356
1500;0.0773
1501;0.1636
1502;0.1488
1503;0.0327
1504;0.1279
1505;0.1369
1506;0.1785
1507;0.1726
1508;0.0148
1509;0.1934
1510;0.0892
1511;-0.0058
1512;-0.0743
1513;-0.0237
1514;0.0237
1515;0.0059
1516;-0.0177
1517;0.0148
1518;-0.116
1519;-0.0356
1520;-0.0058
1521;-0.0416
1522;-0.1189
1523;-0.0594
1524;0.0327
1525;-0.0267
1526;-0.0148
1527;-0.0326
1528;0.0505
1529;0.0803
1530;0.0001
1531;0.0892
1532;0.0148
1533;0.0922
1534;0.116
1535;0.0624
1536;0.0773
1537;0.0476
1538;0.0595
1539;0.1636
1540;0.1279
1541;0.1369
1542;0.1279
1543;0.113
1544;0.0595
1545;0.0476
1546;0.0773
1547;0.0059
1548;-0.1576
1549;0.0059
1550;-0.0296
1551;0.2708
1552;0.0743
1553;0.0327
1554;0.0505
1555;-0.1279
1556;0.0773
1557;0.0001
1558;0.0565
1559;-0.113
1560;-0.1309
1561;0.1011
1562;0.0089
1563;-0.2321
1564;-0.1904
1565;0.0952
1566;-0.0654
1567;0.0505
1568;-0.2291
1569;-0.0951
1570;0.0863
1571;0.2142
1572;-0.0386
1573;0.1517
1574;0.1785
1575;0.1815
1576;0.0803
1577;-0.0356
1578;0.0208
1579;0.247
1580;0.2142
1581;0.0446
1582;0.0535
1583;0.1041
1584;0.1756
1585;0.0773
1586;0.0001
1587;-0.0058
1588;-0.0445
1589;0.1488
1590;0.0476
1591;0.0208
1592;0.0178
1593;0.0803
1594;0.0863
1595;0.0001
1596;-0.0773
1597;0.0624
1598;0.0327
1599;0.0356
1600;-0.0951
1601;0.0892
1602;0.0148
1603;-0.0505
1604;-0.0564
1605;-0.0743
1606;-0.0148
1607;0.0803
1608;-0.1219
1609;-0.0475
1610;0.0237
1611;0.1071
1612;0.1041
1613;0.0654
1614;0.0922
1615;0.1011
1616;0.1815
1617;0.1398
1618;0.0773
1619;0.116
1620;0.1398
1621;0.0654
1622;0.0297
1623;-0.0207
1624;0.0535
1625;0.1309
1626;-0.0148
1627;0.0743
1628;-0.0118
1629;0.0982
1630;0.0922
1631;0.0029
1632;0.0833
1633;0.0297
1634;0.0237
1635;-0.0624
1636;-0.1219
1637;-0.0832
1638;-0.1189
1639;-0.0118
1640;-0.0416
1641;-0.0416
1642;0.0178
1643;0.0029
1644;0.0476
1645;0.0118
1646;0.0833
1647;0.1547
1648;0.0684
1649;-0.0296
1650;0.113
1651;0.0267
1652;0.2559
1653;0.1398
1654;0.1339
1655;0.1428
1656;0.0833
1657;0.1458
1658;0.0446
1659;0.0743
1660;0.2529
1661;-0.1785
1662;0.0118
1663;0.0773
1664;0.0178
1665;-0.0862
1666;0.0356
1667;0.0029
1668;-0.11
1669;0.0535
1670;0.0714
1671;0.0654
1672;-0.0326
1673;-0.1041
1674;0.0327
1675;0.0714
1676;-0.0773
1677;-0.1874
1678;0.0001
1679;0.0001
1680;0.0001
1681;0.0297
1682;0.0356
1683;0.0684
1684;0.0714
1685;-0.0416
1686;-0.0654
1687;0.1071
1688;0.0654
1689;0.0535
1690;0.0059
1691;0.0476
1692;-0.0029
1693;0.1041
1694;0.116
1695;0.0505
1696;0.0356
1697;0.0743
1698;0.1309
1699;0.0505
1700;0.0267
1701;0.119
1702;0.0001
1703;0.0356
1704;0.0743
1705;-0.0416
1706;0.0029
1707;0.0952
1708;0.1607
1709;-0.0237
1710;-0.0356
1711;0.0118
1712;0.0624
1713;-0.0594
1714;-0.0654
1715;-0.0951
1716;0.0001
1717;0.0803
1718;0.0237
1719;0.0208
1720;0.0237
1721;-0.0177
1722;-0.0713
1723;-0.0058
1724;0.0416
1725;0.0327
1726;0.0208
1727;0.0714
1728;0.0476
1729;0.0624
1730;0.116
1731;0.1785
1732;0.1279
1733;0.1101
1734;0.116
1735;0.0624
1736;0.1934
1737;0.0476
1738;-0.0058
1739;0.0952
1740;-0.0118
1741;0.1011
1742;0.0297
1743;0.1011
1744;0.1875
1745;0.0833
1746;0.0624
1747;-0.0148
1748;-0.0416
1749;0.0505
1750;0.0118
1751;0.1101
1752;-0.107
1753;-0.0773
1754;-0.0892
1755;-0.0386
1756;-0.0237
1757;-0.0207
1758;0.0178
